wav_id,wav_path,speaker,book,speaker_int
4195-186236-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4195/186236/4195-186236-0018.wav,4195,186236,140
7402-90848-0041,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7402/90848/7402-90848-0041.wav,7402,90848,216
5456-58161-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5456/58161/5456-58161-0018.wav,5456,58161,167
4788-94904-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4788/94904/4788-94904-0006.wav,4788,94904,152
3699-175950-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/175950/3699-175950-0013.wav,3699,175950,125
2159-179154-0037,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2159/179154/2159-179154-0037.wav,2159,179154,91
7367-86737-0116,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7367/86737/7367-86737-0116.wav,7367,86737,215
1069-133699-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1069/133699/1069-133699-0006.wav,1069,133699,58
1867-148436-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1867/148436/1867-148436-0011.wav,1867,148436,81
2196-170379-0031,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2196/170379/2196-170379-0031.wav,2196,170379,93
6272-70191-0028,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6272/70191/6272-70191-0028.wav,6272,70191,188
4898-28461-0051,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4898/28461/4898-28461-0051.wav,4898,28461,157
4788-91208-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4788/91208/4788-91208-0007.wav,4788,91208,152
1116-137572-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1116/137572/1116-137572-0000.wav,1116,137572,62
1594-135914-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1594/135914/1594-135914-0040.wav,1594,135914,75
289-121652-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/289/121652/289-121652-0007.wav,289,121652,27
1553-140047-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1553/140047/1553-140047-0011.wav,1553,140047,73
4362-15663-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4362/15663/4362-15663-0006.wav,4362,15663,145
1841-179183-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1841/179183/1841-179183-0017.wav,1841,179183,80
8312-279791-0044,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8312/279791/8312-279791-0044.wav,8312,279791,236
1246-135815-0019,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1246/135815/1246-135815-0019.wav,1246,135815,65
248-130644-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/248/130644/248-130644-0016.wav,248,130644,24
3857-182315-0004,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3857/182315/3857-182315-0004.wav,3857,182315,129
7367-86737-0108,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7367/86737/7367-86737-0108.wav,7367,86737,215
7517-100442-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7517/100442/7517-100442-0015.wav,7517,100442,220
125-121124-0053,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/125/121124/125-121124-0053.wav,125,121124,13
4859-22176-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4859/22176/4859-22176-0015.wav,4859,22176,156
2436-2481-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2436/2481/2436-2481-0011.wav,2436,2481,98
2836-5355-0023,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2836/5355/2836-5355-0023.wav,2836,5355,104
8238-283452-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8238/283452/8238-283452-0014.wav,8238,283452,235
150-126107-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/150/126107/150-126107-0003.wav,150,126107,14
7447-91187-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7447/91187/7447-91187-0002.wav,7447,91187,217
6437-66172-0033,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6437/66172/6437-66172-0033.wav,6437,66172,192
4195-186237-0027,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4195/186237/4195-186237-0027.wav,4195,186237,140
1926-147979-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1926/147979/1926-147979-0001.wav,1926,147979,83
6880-216547-0042,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6880/216547/6880-216547-0042.wav,6880,216547,201
4813-248638-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4813/248638/4813-248638-0014.wav,4813,248638,153
27-123349-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0018.wav,27,123349,2
3112-9555-0067,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3112/9555/3112-9555-0067.wav,3112,9555,111
6848-252323-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6848/252323/6848-252323-0010.wav,6848,252323,200
19-227-0042,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/19/227/19-227-0042.wav,19,227,0
7078-271888-0114,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7078/271888/7078-271888-0114.wav,7078,271888,205
40-121026-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/40/121026/40-121026-0036.wav,40,121026,5
1502-122615-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1502/122615/1502-122615-0021.wav,1502,122615,72
1098-133695-0085,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1098/133695/1098-133695-0085.wav,1098,133695,61
3242-8112-0032,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3242/8112/3242-8112-0032.wav,3242,8112,116
163-122947-0057,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/163/122947/163-122947-0057.wav,163,122947,15
8609-283227-0038,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8609/283227/8609-283227-0038.wav,8609,283227,243
229-130880-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/229/130880/229-130880-0040.wav,229,130880,22
87-121553-0038,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/87/121553/87-121553-0038.wav,87,121553,9
6880-216547-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6880/216547/6880-216547-0000.wav,6880,216547,201
118-47824-0005,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/118/47824/118-47824-0005.wav,118,47824,12
3699-175950-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/175950/3699-175950-0001.wav,3699,175950,125
3240-131231-0038,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3240/131231/3240-131231-0038.wav,3240,131231,115
460-172359-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/460/172359/460-172359-0016.wav,460,172359,44
909-131045-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/909/131045/909-131045-0040.wav,909,131045,54
3526-175658-0027,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3526/175658/3526-175658-0027.wav,3526,175658,122
4406-16883-0039,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4406/16883/4406-16883-0039.wav,4406,16883,147
2182-181183-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2182/181183/2182-181183-0036.wav,2182,181183,92
4481-17499-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4481/17499/4481-17499-0014.wav,4481,17499,149
3699-47246-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/47246/3699-47246-0018.wav,3699,47246,125
7800-283478-0020,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7800/283478/7800-283478-0020.wav,7800,283478,224
5703-47198-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5703/47198/5703-47198-0001.wav,5703,47198,174
5678-43303-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5678/43303/5678-43303-0011.wav,5678,43303,172
1737-142397-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1737/142397/1737-142397-0002.wav,1737,142397,78
307-127539-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/307/127539/307-127539-0016.wav,307,127539,30
8063-274116-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8063/274116/8063-274116-0021.wav,8063,274116,228
5463-39173-0044,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5463/39173/5463-39173-0044.wav,5463,39173,168
89-218-0008,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/89/218/89-218-0008.wav,89,218,10
1363-139304-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1363/139304/1363-139304-0021.wav,1363,139304,69
5789-57158-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5789/57158/5789-57158-0010.wav,5789,57158,177
3983-5331-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3983/5331/3983-5331-0040.wav,3983,5331,133
5867-48852-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5867/48852/5867-48852-0029.wav,5867,48852,179
6181-216552-0094,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6181/216552/6181-216552-0094.wav,6181,216552,186
1069-133699-0019,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1069/133699/1069-133699-0019.wav,1069,133699,58
78-368-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/78/368/78-368-0026.wav,78,368,7
5390-24512-0048,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5390/24512/5390-24512-0048.wav,5390,24512,165
1040-133433-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1040/133433/1040-133433-0002.wav,1040,133433,57
3436-172171-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3436/172171/3436-172171-0001.wav,3436,172171,119
211-122442-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/211/122442/211-122442-0015.wav,211,122442,20
1183-128659-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1183/128659/1183-128659-0009.wav,1183,128659,63
4397-15666-0005,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4397/15666/4397-15666-0005.wav,4397,15666,146
4441-76250-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4441/76250/4441-76250-0013.wav,4441,76250,148
6081-42010-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6081/42010/6081-42010-0000.wav,6081,42010,184
40-121026-0030,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/40/121026/40-121026-0030.wav,40,121026,5
1624-168623-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1624/168623/1624-168623-0016.wav,1624,168623,76
3436-172171-0047,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3436/172171/3436-172171-0047.wav,3436,172171,119
911-128684-0070,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/911/128684/911-128684-0070.wav,911,128684,55
5339-14134-0058,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5339/14134/5339-14134-0058.wav,5339,14134,164
3879-174923-0058,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3879/174923/3879-174923-0058.wav,3879,174923,130
3235-11599-0023,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3235/11599/3235-11599-0023.wav,3235,11599,114
8747-293952-0108,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8747/293952/8747-293952-0108.wav,8747,293952,246
1578-6379-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1578/6379/1578-6379-0013.wav,1578,6379,74
4088-158077-0039,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4088/158077/4088-158077-0039.wav,4088,158077,137
5678-43303-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5678/43303/5678-43303-0036.wav,5678,43303,172
5808-48608-0054,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5808/48608/5808-48608-0054.wav,5808,48608,178
2136-5147-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2136/5147/2136-5147-0006.wav,2136,5147,90
8051-295385-0032,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8051/295385/8051-295385-0032.wav,8051,295385,227
8238-274553-0055,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8238/274553/8238-274553-0055.wav,8238,274553,235
1553-140048-0022,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1553/140048/1553-140048-0022.wav,1553,140048,73
4830-25904-0035,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4830/25904/4830-25904-0035.wav,4830,25904,154
7780-274562-0074,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7780/274562/7780-274562-0074.wav,7780,274562,222
3723-171631-0034,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3723/171631/3723-171631-0034.wav,3723,171631,126
2952-410-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2952/410/2952-410-0011.wav,2952,410,109
8063-274112-0038,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8063/274112/8063-274112-0038.wav,8063,274112,228
426-122821-0012,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/426/122821/426-122821-0012.wav,426,122821,39
441-130108-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/441/130108/441-130108-0029.wav,441,130108,40
5652-19215-0045,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5652/19215/5652-19215-0045.wav,5652,19215,171
3214-167607-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3214/167607/3214-167607-0009.wav,3214,167607,113
1553-140047-0051,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1553/140047/1553-140047-0051.wav,1553,140047,73
27-123349-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0003.wav,27,123349,2
6531-61334-0056,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6531/61334/6531-61334-0056.wav,6531,61334,196
60-121082-0072,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/60/121082/60-121082-0072.wav,60,121082,6
5652-39938-0066,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5652/39938/5652-39938-0066.wav,5652,39938,171
8312-279791-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8312/279791/8312-279791-0018.wav,8312,279791,236
6818-68772-0012,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6818/68772/6818-68772-0012.wav,6818,68772,198
8975-270782-0108,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8975/270782/8975-270782-0108.wav,8975,270782,250
3486-166424-0008,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3486/166424/3486-166424-0008.wav,3486,166424,121
2092-145706-0027,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2092/145706/2092-145706-0027.wav,2092,145706,89
460-172357-0023,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/460/172357/460-172357-0023.wav,460,172357,44
4640-19188-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4640/19188/4640-19188-0007.wav,4640,19188,150
2836-5355-0052,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2836/5355/2836-5355-0052.wav,2836,5355,104
4898-20016-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4898/20016/4898-20016-0000.wav,4898,20016,157
8098-275181-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8098/275181/8098-275181-0000.wav,8098,275181,231
5339-14134-0077,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5339/14134/5339-14134-0077.wav,5339,14134,164
125-121124-0049,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/125/121124/125-121124-0049.wav,125,121124,13
7278-104730-0012,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7278/104730/7278-104730-0012.wav,7278,104730,212
1624-142933-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1624/142933/1624-142933-0007.wav,1624,142933,76
1040-133433-0052,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1040/133433/1040-133433-0052.wav,1040,133433,57
8838-298546-0042,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8838/298546/8838-298546-0042.wav,8838,298546,249
3168-173565-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3168/173565/3168-173565-0015.wav,3168,173565,112
211-122425-0058,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/211/122425/211-122425-0058.wav,211,122425,20
1578-140049-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1578/140049/1578-140049-0029.wav,1578,140049,74
3983-5331-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3983/5331/3983-5331-0036.wav,3983,5331,133
3983-5371-0057,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3983/5371/3983-5371-0057.wav,3983,5371,133
27-124992-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/27/124992/27-124992-0026.wav,27,124992,2
200-124140-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/200/124140/200-124140-0036.wav,200,124140,18
60-121082-0050,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/60/121082/60-121082-0050.wav,60,121082,6
8051-295385-0037,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8051/295385/8051-295385-0037.wav,8051,295385,227
5750-100289-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5750/100289/5750-100289-0000.wav,5750,100289,175
8425-287387-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8425/287387/8425-287387-0010.wav,8425,287387,239
150-126107-0032,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/150/126107/150-126107-0032.wav,150,126107,14
5789-70653-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5789/70653/5789-70653-0001.wav,5789,70653,177
7190-90542-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7190/90542/7190-90542-0017.wav,7190,90542,209
4441-76250-0025,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4441/76250/4441-76250-0025.wav,4441,76250,148
7780-274562-0023,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7780/274562/7780-274562-0023.wav,7780,274562,222
4680-16042-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4680/16042/4680-16042-0018.wav,4680,16042,151
5808-48608-0008,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5808/48608/5808-48608-0008.wav,5808,48608,178
4406-16883-0049,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4406/16883/4406-16883-0049.wav,4406,16883,147
32-21625-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/32/21625/32-21625-0013.wav,32,21625,3
6836-76549-0005,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6836/76549/6836-76549-0005.wav,6836,76549,199
248-130652-0008,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/248/130652/248-130652-0008.wav,248,130652,24
1594-135914-0075,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1594/135914/1594-135914-0075.wav,1594,135914,75
198-126831-0035,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/198/126831/198-126831-0035.wav,198,126831,17
6385-34655-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6385/34655/6385-34655-0029.wav,6385,34655,190
1069-133699-0044,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1069/133699/1069-133699-0044.wav,1069,133699,58
7511-102420-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7511/102420/7511-102420-0009.wav,7511,102420,219
8063-274112-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8063/274112/8063-274112-0016.wav,8063,274112,228
8465-246940-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8465/246940/8465-246940-0010.wav,8465,246940,240
2289-152258-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2289/152258/2289-152258-0026.wav,2289,152258,94
1867-154075-0042,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1867/154075/1867-154075-0042.wav,1867,154075,81
8975-270782-0025,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8975/270782/8975-270782-0025.wav,8975,270782,250
3879-173592-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3879/173592/3879-173592-0001.wav,3879,173592,130
5789-57195-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5789/57195/5789-57195-0013.wav,5789,57195,177
5192-19397-0060,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5192/19397/5192-19397-0060.wav,5192,19397,162
1898-145702-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1898/145702/1898-145702-0017.wav,1898,145702,82
909-131044-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/909/131044/909-131044-0029.wav,909,131044,54
6078-54007-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6078/54007/6078-54007-0017.wav,6078,54007,183
1363-135842-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1363/135842/1363-135842-0002.wav,1363,135842,69
5393-19219-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5393/19219/5393-19219-0013.wav,5393,19219,166
2764-36616-0037,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2764/36616/2764-36616-0037.wav,2764,36616,102
5022-29405-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5022/29405/5022-29405-0036.wav,5022,29405,158
5456-62043-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5456/62043/5456-62043-0009.wav,5456,62043,167
7226-86964-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7226/86964/7226-86964-0011.wav,7226,86964,210
8975-270782-0073,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8975/270782/8975-270782-0073.wav,8975,270782,250
8238-283452-0045,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8238/283452/8238-283452-0045.wav,8238,283452,235
460-172359-0035,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/460/172359/460-172359-0035.wav,460,172359,44
1578-140045-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1578/140045/1578-140045-0003.wav,1578,140045,74
7517-100442-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7517/100442/7517-100442-0001.wav,7517,100442,220
1235-135883-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1235/135883/1235-135883-0006.wav,1235,135883,64
4088-158077-0089,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4088/158077/4088-158077-0089.wav,4088,158077,137
3374-298026-0033,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3374/298026/3374-298026-0033.wav,3374,298026,118
3235-28433-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3235/28433/3235-28433-0007.wav,3235,28433,114
7148-59157-0041,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7148/59157/7148-59157-0041.wav,7148,59157,207
8425-287387-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8425/287387/8425-287387-0017.wav,8425,287387,239
587-41611-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/587/41611/587-41611-0029.wav,587,41611,46
233-134440-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/233/134440/233-134440-0010.wav,233,134440,23
1081-125237-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1081/125237/1081-125237-0014.wav,1081,125237,59
441-128982-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/441/128982/441-128982-0006.wav,441,128982,40
89-219-0020,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/89/219/89-219-0020.wav,89,219,10
445-123857-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/445/123857/445-123857-0003.wav,445,123857,41
6078-54007-0044,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6078/54007/6078-54007-0044.wav,6078,54007,183
5393-19219-0004,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5393/19219/5393-19219-0004.wav,5393,19219,166
4640-19188-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4640/19188/4640-19188-0000.wav,4640,19188,150
5750-100289-0069,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5750/100289/5750-100289-0069.wav,5750,100289,175
307-127535-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/307/127535/307-127535-0014.wav,307,127535,30
3240-131232-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3240/131232/3240-131232-0018.wav,3240,131232,115
5456-62043-0038,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5456/62043/5456-62043-0038.wav,5456,62043,167
5678-43303-0019,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5678/43303/5678-43303-0019.wav,5678,43303,172
887-123290-0025,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/887/123290/887-123290-0025.wav,887,123290,53
2196-170379-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2196/170379/2196-170379-0017.wav,2196,170379,93
2136-5140-0033,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2136/5140/2136-5140-0033.wav,2136,5140,90
